ID	parent ID	DE	DE neu	DE merge	EN	EN neu	EN merge	Abfragen	sort	kiel extract	kiel+	kiel overwrite	kiel result	goe extract	goe+	goe overwrite	goe merge	goe result
943.4	943.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 200'"},"kiel":["ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*"]}	943.4	["ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*"]	["ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*"]		["ska 369.600","ska 369.800","ska 395.100","ska 490*","ska 491*","ska 493.100","ska 493.200","ska 493.900","ska 496*","ska 498*","ska 500.300","ska 500.600","ska 500.900","ska 395.400","ska 503.100","ska 503.900","ska 532*","ska 533.700","ska 535.700","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 551.100","ska 551.900","ska 554.100","ska 554.900","ska 558.700","ska 562*","ska 563.100","ska 563.400","ska 563.900","ska 566.100","ska 566.900","ska 569.700","ska 573*","ska 575*","gse 595*","gse 660*"]	{"fi":" lsg='7 pnq 200'"}	{"fi":" lsg='7 pnq 200'"}		{"fi":" lsg='7 pnq 200'"}	{"fi":" lsg='7 pnq 200'"}
943.5	943.X	20. Jahrhundert - 1. Hälfte		20. Jahrhundert - 1. Hälfte	20th century - first half		20th century - first half	{"goe":{"fi":" lsg='7 pnr 200'"},"kiel":["ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*"]}	943.5	["ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*"]	["ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*"]		["ska 490*","ska 491*","ska 493.800","ska 496*","ska 503.100","ska 503.400","ska 503.900","ska 507.100","ska 507.200","ska 507.400","ska 507.600","ska 507.800","ska 532*","ska 537.100","ska 537.900","ska 541.100","ska 541.900","ska 544.100","ska 544.700","ska 546*","ska 547*","ska 548.100","ska 548.900","ska 550*","ska 554.100","ska 554.900","ska 558.700","ska 560.700","ska 562*","ska 566.100","ska 566.900","ska 569.700","ska 571.700","ska 573*","ska 575*","gsf 820*"]	{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}		{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}
943.6	943.X	Zweiter Weltkrieg		Zweiter Weltkrieg	World War II		World War II	{"goe":{"fi":" lsg='7 pnr 200'"},"kiel":["ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40"]}	943.6	["ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40"]	["ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40"]		["ska 509*","ska 511","ska 511.100","ska 511.300","ska 511.6*","ska 511.7*","ska 511.8*","ska 511.900","ska 516*","ska 517*","ska 518","ska 518.100","ska 518.300","ska 518.400","ska 518.500","ska 518.650","ska 518.7*","ska 518.8*","ska 518.900","ska 523.100","ska 523.300","ska 523.400","ska 523.700","ska 523.900","gsf 152.40"]	{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}		{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}
943.7	943.X	Seit 1945		Seit 1945	from 1945		from 1945	{"goe":{"fi":" lsg='7 pnr 200'"},"kiel":["ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]}	943.7	["ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]	["ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]		["ska 670*","ska 671*","ska 681.100","ska 681.900","ska 684*","ska 685*","ska 689*","ska 690.100","ska 690.900","ska 693.100","ska 693.900","ska 694*","gsg 820*","gsg 872.50","gsg 877.10"]	{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}		{"fi":" lsg='7 pnr 200'"}	{"fi":" lsg='7 pnr 200'"}
944.X	94X	Persönlichkeiten		Persönlichkeiten	Persons		Persons		944.-		["ska 395.950","ska 456.400","gse 595.30","ska 790.600","gsf 820.20","ska 681.800","ska 690.800"]		["ska 395.950","ska 456.400","gse 595.30","ska 790.600","gsf 820.20","ska 681.800","ska 690.800"]		{"fi":"( lsg='7 pnn 800') or ( lsg='7 pno 800') or ( lsg='7 pnp 800') or ( lsg='7 pnq 800') or ( lsg='7 pnr 800') or ( lsg='7 pnr 800')"}			{"fi":"( lsg='7 pnn 800') or ( lsg='7 pno 800') or ( lsg='7 pnp 800') or ( lsg='7 pnq 800') or ( lsg='7 pnr 800') or ( lsg='7 pnr 800')"}
944.1	944.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 800'"}}	944.1			[]		{"fi":" lsg='7 pnn 800'"}	{"fi":" lsg='7 pnn 800'"}		{"fi":" lsg='7 pnn 800'"}	{"fi":" lsg='7 pnn 800'"}
944.2	944.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 800'"}}	944.2			[]		{"fi":" lsg='7 pno 800'"}	{"fi":" lsg='7 pno 800'"}		{"fi":" lsg='7 pno 800'"}	{"fi":" lsg='7 pno 800'"}
944.3	944.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 800'"},"kiel":["ska 395.950","ska 456.400"]}	944.3	["ska 395.950","ska 456.400"]	["ska 395.950","ska 456.400"]		["ska 395.950","ska 456.400"]	{"fi":" lsg='7 pnp 800'"}	{"fi":" lsg='7 pnp 800'"}		{"fi":" lsg='7 pnp 800'"}	{"fi":" lsg='7 pnp 800'"}
944.4	944.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 800'"},"kiel":["gse 595.30"]}	944.4	["gse 595.30"]	["gse 595.30"]		["gse 595.30"]	{"fi":" lsg='7 pnq 800'"}	{"fi":" lsg='7 pnq 800'"}		{"fi":" lsg='7 pnq 800'"}	{"fi":" lsg='7 pnq 800'"}
944.5	944.X	20. Jahrhundert - 1. Hälfte		20. Jahrhundert - 1. Hälfte	20th century - first half		20th century - first half	{"goe":{"fi":" lsg='7 pnr 800'"},"kiel":["ska 790.600","gsf 820.20"]}	944.5	["ska 790.600","gsf 820.20"]	["ska 790.600","gsf 820.20"]		["ska 790.600","gsf 820.20"]	{"fi":" lsg='7 pnr 800'"}	{"fi":" lsg='7 pnr 800'"}		{"fi":" lsg='7 pnr 800'"}	{"fi":" lsg='7 pnr 800'"}
944.6	944.X	Seit 1945		Seit 1945	from 1945		from 1945	{"goe":{"fi":" lsg='7 pnr 800'"},"kiel":["ska 681.800","ska 690.800"]}	944.6	["ska 681.800","ska 690.800"]	["ska 681.800","ska 690.800"]		["ska 681.800","ska 690.800"]	{"fi":" lsg='7 pnr 800'"}	{"fi":" lsg='7 pnr 800'"}		{"fi":" lsg='7 pnr 800'"}	{"fi":" lsg='7 pnr 800'"}
945.X	94X	Kulturgeschichte		Kulturgeschichte	Cultural history		Cultural history		945.-		["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*","ska 893*","ska 895*","ska 897*","ska 899*","ska 900*","ska 901*","ska 902*","ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]		["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*","ska 893*","ska 895*","ska 897*","ska 899*","ska 900*","ska 901*","ska 902*","ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]		{"fi":"( lsg='7 pnn 500') or ( lsg='7 pno 500') or ( lsg='7 pnp 500') or ( lsg='7 pnq 500') or ( lsg='7 pnr 500')"}			{"fi":"( lsg='7 pnn 500') or ( lsg='7 pno 500') or ( lsg='7 pnp 500') or ( lsg='7 pnq 500') or ( lsg='7 pnr 500')"}
945.1	945.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 500'"},"kiel":["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*"]}	945.1	["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*"]	["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*"]		["ska 87*","ska 88*","ska 894*","ska 973*","ska 975*","ska 997*"]	{"fi":" lsg='7 pnn 500'"}	{"fi":" lsg='7 pnn 500'"}		{"fi":" lsg='7 pnn 500'"}	{"fi":" lsg='7 pnn 500'"}
945.2	945.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 500'"},"kiel":["ska 893*"]}	945.2	["ska 893*"]	["ska 893*"]		["ska 893*"]	{"fi":" lsg='7 pno 500'"}	{"fi":" lsg='7 pno 500'"}		{"fi":" lsg='7 pno 500'"}	{"fi":" lsg='7 pno 500'"}
945.3	945.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 500'"},"kiel":["ska 895*","ska 897*","ska 899*"]}	945.3	["ska 895*","ska 897*","ska 899*"]	["ska 895*","ska 897*","ska 899*"]		["ska 895*","ska 897*","ska 899*"]	{"fi":" lsg='7 pnp 500'"}	{"fi":" lsg='7 pnp 500'"}		{"fi":" lsg='7 pnp 500'"}	{"fi":" lsg='7 pnp 500'"}
945.4	945.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 500'"},"kiel":["ska 900*","ska 901*","ska 902*"]}	945.4	["ska 900*","ska 901*","ska 902*"]	["ska 900*","ska 901*","ska 902*"]		["ska 900*","ska 901*","ska 902*"]	{"fi":" lsg='7 pnq 500'"}	{"fi":" lsg='7 pnq 500'"}		{"fi":" lsg='7 pnq 500'"}	{"fi":" lsg='7 pnq 500'"}
945.5	945.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 500'"},"kiel":["ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]}	945.5	["ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]	["ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]		["ska 903*","ska 904*","ska 905*","ska 908*","ska 91*","ska 92*","ska 930*"]	{"fi":" lsg='7 pnr 500'"}	{"fi":" lsg='7 pnr 500'"}		{"fi":" lsg='7 pnr 500'"}	{"fi":" lsg='7 pnr 500'"}
946.X	94X	Regionalgeschichte		Regionalgeschichte	Regional history		Regional history		946.-		["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600","ska 287.600","ska 301.600","ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700","ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]		["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600","ska 287.600","ska 301.600","ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700","ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]		{"fi":"( lsg='7 pnn 600') or ( lsg='7 pno 600') or ( lsg='7 pnp 600') or ( lsg='7 pnq 600') or ( lsg='7 pnr 600')"}			{"fi":"( lsg='7 pnn 600') or ( lsg='7 pno 600') or ( lsg='7 pnp 600') or ( lsg='7 pnq 600') or ( lsg='7 pnr 600')"}
946.1	946.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 600'"},"kiel":["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600"]}	946.1	["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600"]	["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600"]		["ska 146.7*","ska 155*","ska 156*","ska 157*","ska 159*","ska 161.700","ska 166*","ska 171*","ska 172*","ska 146.600"]	{"fi":" lsg='7 pnn 600'"}	{"fi":" lsg='7 pnn 600'"}		{"fi":" lsg='7 pnn 600'"}	{"fi":" lsg='7 pnn 600'"}
946.2	946.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 600'"},"kiel":["ska 287.600","ska 301.600"]}	946.2	["ska 287.600","ska 301.600"]	["ska 287.600","ska 301.600"]		["ska 287.600","ska 301.600"]	{"fi":" lsg='7 pno 600'"}	{"fi":" lsg='7 pno 600'"}		{"fi":" lsg='7 pno 600'"}	{"fi":" lsg='7 pno 600'"}
946.3	946.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 600'"}}	946.3			[]		{"fi":" lsg='7 pnp 600'"}	{"fi":" lsg='7 pnp 600'"}		{"fi":" lsg='7 pnp 600'"}	{"fi":" lsg='7 pnp 600'"}
946.4	946.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 600'"},"kiel":["ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700"]}	946.4	["ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700"]	["ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700"]		["ska 537.700","ska 541.700","ska 548.700","ska 551.700","ska 554.700","ska 566.700"]	{"fi":" lsg='7 pnq 600'"}	{"fi":" lsg='7 pnq 600'"}		{"fi":" lsg='7 pnq 600'"}	{"fi":" lsg='7 pnq 600'"}
946.5	946.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 600'"},"kiel":["ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]}	946.5	["ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]	["ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]		["ska 537.700","ska 541.700","ska 548.700","ska 554.700","ska 566.700","ska 681.700","ska 690.700","ska 693.700","ska 845*"]	{"fi":" lsg='7 pnr 600'"}	{"fi":" lsg='7 pnr 600'"}		{"fi":" lsg='7 pnr 600'"}	{"fi":" lsg='7 pnr 600'"}
947.X	94X	Stadt- und Ortsgeschichte		Stadt- und Ortsgeschichte	History of cities and places		History of cities and places		947.-		["ska 281.500","ska 383*","ska 529*","ska 529*"]		["ska 281.500","ska 383*","ska 529*","ska 529*"]		{"fi":"( lsg='7 pnn 700') or ( lsg='7 pno 700') or ( lsg='7 pnp 700') or ( lsg='7 pnq 700') or ( lsg='7 pnr 700')"}			{"fi":"( lsg='7 pnn 700') or ( lsg='7 pno 700') or ( lsg='7 pnp 700') or ( lsg='7 pnq 700') or ( lsg='7 pnr 700')"}
947.1	947.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 700'"}}	947.1			[]		{"fi":" lsg='7 pnn 700'"}	{"fi":" lsg='7 pnn 700'"}		{"fi":" lsg='7 pnn 700'"}	{"fi":" lsg='7 pnn 700'"}
947.2	947.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 700'"},"kiel":["ska 281.500"]}	947.2	["ska 281.500"]	["ska 281.500"]		["ska 281.500"]	{"fi":" lsg='7 pno 700'"}	{"fi":" lsg='7 pno 700'"}		{"fi":" lsg='7 pno 700'"}	{"fi":" lsg='7 pno 700'"}
947.3	947.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 700'"},"kiel":["ska 383*"]}	947.3	["ska 383*"]	["ska 383*"]		["ska 383*"]	{"fi":" lsg='7 pnp 700'"}	{"fi":" lsg='7 pnp 700'"}		{"fi":" lsg='7 pnp 700'"}	{"fi":" lsg='7 pnp 700'"}
947.4	947.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 700'"},"kiel":["ska 529*"]}	947.4	["ska 529*"]	["ska 529*"]		["ska 529*"]	{"fi":" lsg='7 pnq 700'"}	{"fi":" lsg='7 pnq 700'"}		{"fi":" lsg='7 pnq 700'"}	{"fi":" lsg='7 pnq 700'"}
947.5	947.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 700'"},"kiel":["ska 529*"]}	947.5	["ska 529*"]	["ska 529*"]		["ska 529*"]	{"fi":" lsg='7 pnr 700'"}	{"fi":" lsg='7 pnr 700'"}		{"fi":" lsg='7 pnr 700'"}	{"fi":" lsg='7 pnr 700'"}
948.X	94X	Religions- und Kirchengeschichte		Religions- und Kirchengeschichte	History of religion and Church history		History of religion and Church history		948.-		["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60","ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*","ska 489*","gsd 485*","gsd 475*","gsd 970.40","ska 652*","ska 654*","ska 666*","ska 668*","ska 652*","ska 654*","ska 666*","ska 668*"]		["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60","ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*","ska 489*","gsd 485*","gsd 475*","gsd 970.40","ska 652*","ska 654*","ska 666*","ska 668*","ska 652*","ska 654*","ska 666*","ska 668*"]		Loading...			Loading...
948.1	948.X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"kiel":["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60"]}	948.1	["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60"]	["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60"]		["ska 212*","ska 209.100","ska 209.200","ska 209.400","ska 209.600","gsb 936.50","gsb 936.60"]			{}
948.2	948.X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"kiel":["ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*"]}	948.2	["ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*"]	["ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*"]		["ska 209.800","ska 340*","ska 341*","ska 342*","ska 344*","gsd 475*","gsd 485*"]			{}
948.3	948.X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"kiel":["ska 489*","gsd 485*","gsd 475*","gsd 970.40"]}	948.3	["ska 489*","gsd 485*","gsd 475*","gsd 970.40"]	["ska 489*","gsd 485*","gsd 475*","gsd 970.40"]		["ska 489*","gsd 485*","gsd 475*","gsd 970.40"]			{}
948.4	948.X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"kiel":["ska 652*","ska 654*","ska 666*","ska 668*"]}	948.4	["ska 652*","ska 654*","ska 666*","ska 668*"]	["ska 652*","ska 654*","ska 666*","ska 668*"]		["ska 652*","ska 654*","ska 666*","ska 668*"]			{}
948.5	948.X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"kiel":["ska 652*","ska 654*","ska 666*","ska 668*"]}	948.5	["ska 652*","ska 654*","ska 666*","ska 668*"]	["ska 652*","ska 654*","ska 666*","ska 668*"]		["ska 652*","ska 654*","ska 666*","ska 668*"]			{}
949.X	94X	Sozialgeschichte		Sozialgeschichte	Social history		Social history		949.-		["ska 185.900","ska 305*","ska 308*","ska 314.900","ska 439*","ska 438*","ska 574*","ska 575*","ska 597.900","ska 574*","ska 575*","ska 597.900","ska 819*","ska 609*","ska 851*","soz 810*"]		["ska 185.900","ska 305*","ska 308*","ska 314.900","ska 439*","ska 438*","ska 574*","ska 575*","ska 597.900","ska 574*","ska 575*","ska 597.900","ska 819*","ska 609*","ska 851*","soz 810*"]		{"fi":"( lsg='7 pnn 300') or ( lsg='7 pno 300') or ( lsg='7 pnp 300') or ( lsg='7 pnq 300') or ( lsg='7 pnr 300')"}			{"fi":"( lsg='7 pnn 300') or ( lsg='7 pno 300') or ( lsg='7 pnp 300') or ( lsg='7 pnq 300') or ( lsg='7 pnr 300')"}
949.0X	949.X	Sozialgeschichte allgemein		Sozialgeschichte allgemein	Social history in general		Social history in general		949.0-		["ska 185.900","ska 305*","ska 308*","ska 314.900","ska 439*","ska 438*","ska 574*","ska 575*","ska 597.900","ska 574*","ska 575*","ska 597.900"]		["ska 185.900","ska 305*","ska 308*","ska 314.900","ska 439*","ska 438*","ska 574*","ska 575*","ska 597.900","ska 574*","ska 575*","ska 597.900"]		{"fi":"( lsg='7 pnn 300') or ( lsg='7 pno 300') or ( lsg='7 pnp 300') or ( lsg='7 pnq 300') or ( lsg='7 pnr 300')"}			{"fi":"( lsg='7 pnn 300') or ( lsg='7 pno 300') or ( lsg='7 pnp 300') or ( lsg='7 pnq 300') or ( lsg='7 pnr 300')"}
949.01	949.0X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 300'"},"kiel":["ska 185.900"]}	949.01	["ska 185.900"]	["ska 185.900"]		["ska 185.900"]	{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}		{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}
949.02	949.0X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 300'"},"kiel":["ska 305*","ska 308*","ska 314.900"]}	949.02	["ska 305*","ska 308*","ska 314.900"]	["ska 305*","ska 308*","ska 314.900"]		["ska 305*","ska 308*","ska 314.900"]	{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}		{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}
